"Term ID","Term Name","Term Slug",Description,"Parent ID","Parent Name","Parent Slug",Count
920,M10662,m10662,,,,,2
921,M10663,m10663,,,,,2
923,M10664,m10664,,,,,
926,M10665,m10665,,,,,4
928,M10666,m10666,,,,,
929,M10667,m10667,,,,,
930,M10668,m10668,,,,,
931,M10669,m10669,,,,,
932,M10670,m10670,,,,,
934,M10671,m10671,,,,,2
935,M10672,m10672,,,,,5
936,M10673,m10673,,,,,3
937,M10674,m10674,,,,,
938,M10675,m10675,,,,,3
939,M10676,m10676,,,,,5
940,M10677,m10677,,,,,4
942,M10678,m10678,,,,,
943,M10679,m10679,,,,,
946,M10680,m10680,,,,,
947,M10681,m10681,,,,,4
949,M10682,m10682,,,,,2
951,M10687,m10687,,,,,4
952,M10688,m10688,,,,,4
953,M10689,m10689,,,,,4
954,M10690,m10690,,,,,
955,M10691,m10691,,,,,1
956,M10692,m10692,,,,,3
958,M10693,m10693,,,,,5
959,M10695,m10695,,,,,4
961,M10700,m10700,,,,,3
964,M10701,m10701,,,,,2
967,M10702,m10702,,,,,1
969,M10707,m10707,,,,,
970,M10708,m10708,,,,,
971,M10709,m10709,,,,,
972,M10710,m10710,,,,,
974,M10711,m10711,,,,,1
976,M10712,m10712,,,,,1
978,M10715,m10715,,,,,1
980,M10716,m10716,,,,,1
982,M10717,m10717,,,,,1
985,M10722,m10722,,,,,
986,M10723,m10723,,,,,5
987,M10724,m10724,,,,,2
989,M10725,m10725,,,,,3
990,M10726,m10726,,,,,2
991,M10727,m10727,,,,,2
992,M10728,m10728,,,,,2
993,M10729,m10729,,,,,2
995,M10731,m10731,,,,,
996,M10732,m10732,,,,,
997,M10733,m10733,,,,,
998,M10734,m10734,,,,,
1000,M10735,m10735,,,,,
1001,M10736,m10736,,,,,
1002,M11478,m11478,,,,,1
1003,M11481,m11481,,,,,4
1004,M11496,m11496,,,,,1
1005,M11497,m11497,,,,,
1006,M11498,m11498,,,,,2
1007,M11499,m11499,,,,,
1008,M11500,m11500,,,,,
1009,M11501,m11501,,,,,
1010,M11502,m11502,,,,,
1011,M11503,m11503,,,,,2
1012,M11505,m11505,,,,,3
1013,M11515,m11515,,,,,2
1014,M11519,m11519,,,,,
1015,M11531,m11531,,,,,
1017,M11539,m11539,,,,,1
1018,M11540,m11540,,,,,4
1021,M11544,m11544,,,,,4
1023,M11545,m11545,,,,,2
1024,M11571,m11571,,,,,2
1025,M11578,m11578,,,,,
1027,M11590,m11590,,,,,2
1029,M11591,m11591,,,,,
1030,M11593,m11593,,,,,1
1031,M11619,m11619,,,,,1
1032,M11621,m11621,,,,,3
1033,M11622,m11622,,,,,3
1034,M11623,m11623,,,,,1
1035,M11624,m11624,,,,,1
1036,M11625,m11625,,,,,
1037,M11627,m11627,,,,,
1038,M11628,m11628,,,,,1
1040,M11631,m11631,,,,,2
1041,M11633,m11633,,,,,2
1042,M11634,m11634,,,,,2
1043,M11636,m11636,,,,,2
1044,M11638,m11638,,,,,
1045,M11639,m11639,,,,,
1046,M11642,m11642,,,,,
1047,M11649,m11649,,,,,
1048,M11653,m11653,,,,,
1049,M11655,m11655,,,,,3
1050,M11656,m11656,,,,,
1051,M11659,m11659,,,,,3
1052,M11661,m11661,,,,,
1054,M11662,m11662,,,,,
1056,M11663,m11663,,,,,
1058,M11664,m11664,,,,,1
1059,M11665,m11665,,,,,
1060,M11666,m11666,,,,,1
1061,M11667,m11667,,,,,
1062,M11668,m11668,,,,,1
1063,M11669,m11669,,,,,
1064,M11670,m11670,,,,,
1065,M11671,m11671,,,,,
1066,M11672,m11672,,,,,1
1067,M11673,m11673,,,,,1
1069,M11674,m11674,,,,,1
1070,M11675,m11675,,,,,1
1072,M11676,m11676,,,,,1
1073,M11677,m11677,,,,,
1075,M11678,m11678,,,,,
1076,M11679,m11679,,,,,1
1078,M11680,m11680,,,,,1
1080,M11681,m11681,,,,,4
1081,M11682,m11682,,,,,3
1082,M11683,m11683,,,,,2
1083,M11684,m11684,,,,,4
1084,M11685,m11685,,,,,5
1085,M11686,m11686,,,,,
1086,M11687,m11687,,,,,2
1087,M11688,m11688,,,,,2
1088,M11689,m11689,,,,,3
1089,M11690,m11690,,,,,2
1091,M11691,m11691,,,,,2
1092,M11692,m11692,,,,,2
1093,M11693,m11693,,,,,5
1095,M11695,m11695,,,,,
1096,M11700,m11700,,,,,
1097,M11701,m11701,,,,,
1098,M11702,m11702,,,,,
1099,M11703,m11703,,,,,
1101,M11704,m11704,,,,,
1103,M11705,m11705,,,,,2
1104,M11706,m11706,,,,,
1105,M11707,m11707,,,,,
1106,M11708,m11708,,,,,
1107,M11712,m11712,,,,,
1109,M11715,m11715,,,,,1
1112,M11716,m11716,,,,,2
1113,M11717,m11717,,,,,1
1115,M11718,m11718,,,,,1
1117,M11721,m11721,,,,,4
1118,M11722,m11722,,,,,2
1119,M11724,m11724,,,,,3
1120,M11725,m11725,,,,,1
1122,M11726,m11726,,,,,3
1123,M11727,m11727,,,,,3
1124,M11728,m11728,,,,,
1125,M11729,m11729,,,,,
1126,M11730,m11730,,,,,3
1127,M11731,m11731,,,,,
1128,M11732,m11732,,,,,
1129,M11733,m11733,,,,,
1130,M11734,m11734,,,,,3
1131,M11735,m11735,,,,,3
1133,M11738,m11738,,,,,
1134,M11739,m11739,,,,,1
1135,M11740,m11740,,,,,1
1136,M11742,m11742,,,,,
1138,M11743,m11743,,,,,2
1140,M11745,m11745,,,,,5
1141,M11746,m11746,,,,,4
1142,M11747,m11747,,,,,1
1144,M11749,m11749,,,,,1
1145,M11753,m11753,,,,,
1147,M11755,m11755,,,,,
1148,M11756,m11756,,,,,1
1149,M11757,m11757,,,,,1
1150,M11760,m11760,,,,,2
1152,M11761,m11761,,,,,1
1155,M11762,m11762,,,,,1
1157,M11763,m11763,,,,,1
1159,M11764,m11764,,,,,1
1161,M11765,m11765,,,,,1
1162,M11766,m11766,,,,,1
1163,M11767,m11767,,,,,2
1164,M11769,m11769,,,,,1
1165,M11770,m11770,,,,,2
1167,M11772,m11772,,,,,2
1169,M11773,m11773,,,,,1
1171,M11776,m11776,,,,,1
1172,M11778,m11778,,,,,2
1173,M11780,m11780,,,,,3
1175,M11781,m11781,,,,,3
1177,M11782,m11782,,,,,7
1180,M11783,m11783,,,,,2
1181,M11784,m11784,,,,,1
1182,M11785,m11785,,,,,1
1183,M11786,m11786,,,,,2
1184,M11787,m11787,,,,,2
1185,M11788,m11788,,,,,1
1187,M11789,m11789,,,,,2
1188,M11790,m11790,,,,,1
1189,M11791,m11791,,,,,1
1190,M11792,m11792,,,,,1
1191,M11793,m11793,,,,,1
1192,M11794,m11794,,,,,1
1193,M11795,m11795,,,,,1
1195,M11797,m11797,,,,,3
1196,M11798,m11798,,,,,3
1197,M11799,m11799,,,,,2
1198,M11800,m11800,,,,,2
1199,M11805,m11805,,,,,1
1201,M11807,m11807,,,,,2
1204,M11808,m11808,,,,,1
1206,M11809,m11809,,,,,3
1207,M11810,m11810,,,,,4
1208,M11811,m11811,,,,,2
1209,M11812,m11812,,,,,2
1210,M11813,m11813,,,,,1
1211,M11814,m11814,,,,,2
1212,M11816,m11816,,,,,1
1213,M11818,m11818,,,,,1
1214,M11823,m11823,,,,,2
1216,M11824,m11824,,,,,7
1217,M11825,m11825,,,,,7
1218,M11826,m11826,,,,,8
1219,M11827,m11827,,,,,8
1220,M11828,m11828,,,,,7
1221,M11829,m11829,,,,,7
1223,M11832,m11832,,,,,1
1224,M11833,m11833,,,,,1
1225,M11834,m11834,,,,,1
1227,M11835,m11835,,,,,2
1228,M11836,m11836,,,,,2
1229,M11837,m11837,,,,,2
1230,M11838,m11838,,,,,1
1231,M11839,m11839,,,,,1
1232,M11840,m11840,,,,,1
1234,M11841,m11841,,,,,1
1235,M11842,m11842,,,,,1
1236,M11844,m11844,,,,,2
1238,M11845,m11845,,,,,1
1239,M11847,m11847,,,,,1
1240,M11848,m11848,,,,,3
1241,M11849,m11849,,,,,5
1242,M11851,m11851,,,,,1
1244,M11852,m11852,,,,,1
1245,M11853,m11853,,,,,1
1247,M11854,m11854,,,,,5
1248,M11856,m11856,,,,,
1249,M11858,m11858,,,,,1
1250,M11859,m11859,,,,,2
1251,M11860,m11860,,,,,7
1252,M11861,m11861,,,,,2
1254,M11862,m11862,,,,,2
1255,M11863,m11863,,,,,1
1256,M11864,m11864,,,,,1
1257,M11865,m11865,,,,,1
1259,M11868,m11868,,,,,2
1260,M11869,m11869,,,,,14
1261,M11870,m11870,,,,,1
1262,M11873,m11873,,,,,7
1264,M11874,m11874,,,,,1
1265,M11875,m11875,,,,,10
1266,M11876,m11876,,,,,6
1267,M11877,m11877,,,,,1
1268,M11878,m11878,,,,,3
1269,M11879,m11879,,,,,4
1270,M11880,m11880,,,,,6
1271,M11881,m11881,,,,,5
1272,M11882,m11882,,,,,1
1273,M11883,m11883,,,,,5
1274,M11884,m11884,,,,,10
1275,M11885,m11885,,,,,2
1276,M11887,m11887,,,,,9
1277,M11889,m11889,,,,,3
1278,M11890,m11890,,,,,2
1279,M11891,m11891,,,,,2
1280,M11892,m11892,,,,,1
1281,M11893,m11893,,,,,1
1282,M11894,m11894,,,,,2
1283,M11895,m11895,,,,,1
1285,M11897,m11897,,,,,6
1286,M11898,m11898,,,,,5
1287,M11899,m11899,,,,,1
1288,M11900,m11900,,,,,1
1289,M11901,m11901,,,,,1
